,Timewindow,Sentiment,Volume,TweetIds
147,25-September-2022 1:30:00-1:59:59,0.05395,8,"1573853298863771648,1573849358067449858,1573849019658342400,1573848840784035841,1573848439712096256,1573847732263043072,1573847707051073539,1573847287507345408"
148,25-September-2022 2:00:00-2:29:59,0.13069999999999998,9,"1573861686553214976,1573861426648825863,1573858517982752769,1573857602034958337,1573856430867861505,1573856049681022976,1573855626781933568,1573855268173189120,1573855242730586112"
149,25-September-2022 2:30:00-2:59:59,0.2520555555555556,9,"1573869874530512896,1573867779047890944,1573865782273970176,1573865570394521601,1573864878284058624,1573863867079434240,1573862804196573184,1573862779089559552,1573862677188775937"
150,25-September-2022 3:00:00-3:29:59,0.35745714285714286,7,"1573876196152049664,1573876111712337920,1573873758980505602,1573871490419724288,1573870389213728769,1573870363909423104,1573870175476146177"
151,25-September-2022 3:30:00-3:59:59,0.21019999999999997,3,"1573881261122531329,1573877896749453312,1573877587180486658"
152,25-September-2022 4:00:00-4:29:59,0.37494,5,"1573891017543225349,1573888080142290944,1573885663723806721,1573885423453102083,1573885088185851904"
153,25-September-2022 4:30:00-4:59:59,0.14070000000000002,5,"1573898960602898433,1573898685116809223,1573896838461067264,1573895938867077120,1573893008264777731"
154,25-September-2022 5:00:00-5:29:59,-0.10115,2,"1573905559631413248,1573903144324861952"
155,25-September-2022 5:30:00-5:59:59,0.21721,10,"1573914807413374976,1573914485554921473,1573912562403532802,1573910530414239744,1573909326573740032,1573909202585911296,1573909059710992385,1573907849436368896,1573907827307184128,1573907781513519105"
156,25-September-2022 6:00:00-6:29:59,-0.01239090909090909,11,"1573921037426753536,1573920203473403904,1573919265606045696,1573919048894713858,1573918650721079297,1573918561025900547,1573918489923952641,1573918401768079361,1573918351428145155,1573915350814855174,1573915214852067328"
157,25-September-2022 6:30:00-6:59:59,0.23357500000000003,4,"1573928074332491779,1573926733904060416,1573924807510355968,1573924650131693568"
158,25-September-2022 7:00:00-7:29:59,0.23722000000000004,10,"1573937341655285760,1573936965740806146,1573936832307286016,1573935729822031879,1573934048740724736,1573933443439894529,1573932920418570245,1573932636544045056,1573932464434814977,1573931121712435200"
159,25-September-2022 7:30:00-7:59:59,-0.28145,2,"1573943892696829952,1573941654905569280"
160,25-September-2022 8:00:00-8:29:59,0.18453333333333333,6,"1573952205387927552,1573951956812533761,1573951103401852935,1573950533718745088,1573948930290860032,1573945646071136256"
161,25-September-2022 8:30:00-8:59:59,0.163875,4,"1573956875955101697,1573955905418235904,1573955653407805441,1573953029195415554"
162,25-September-2022 9:00:00-9:29:59,0.41053333333333336,3,"1573965616561950720,1573964574142840837,1573964275164581889"
163,25-September-2022 9:30:00-9:59:59,0.0,1,1573975520978542592
164,25-September-2022 10:00:00-10:29:59,0.24886666666666665,3,"1573980096209342470,1573978062261198848,1573976003164119043"
165,25-September-2022 10:30:00-10:59:59,-0.09014999999999998,4,"1573988526974435328,1573988203912208386,1573986351598313472,1573985212387713027"
166,25-September-2022 11:00:00-11:29:59,0.36695,4,"1573997092363796480,1573994755150647296,1573994567161958406,1573993795787657220"
167,25-September-2022 11:30:00-11:59:59,0.0,1,1573999568576040962
168,25-September-2022 12:00:00-12:29:59,-0.07219999999999999,4,"1574010195214221312,1574010065144909826,1574008457212137472,1574006885329551361"
169,25-September-2022 12:30:00-12:59:59,-0.1657833333333333,6,"1574019017945546758,1574018849812406272,1574018712709087233,1574016982365704193,1574014862061101056,1574014510557724673"
170,25-September-2022 13:00:00-13:29:59,0.0,6,"1574027492503027712,1574024510244024321,1574023654022709253,1574022873286471681,1574021666950217728,1574020897937276928"
171,25-September-2022 13:30:00-13:59:59,0.08356666666666666,12,"1574034891334901761,1574034597947805704,1574034338886590466,1574034178714533888,1574034161605943302,1574033717215232001,1574032821726990336,1574032254774280192,1574031889027022848,1574029475138109441,1574028886941192192,1574028699518763008"
172,25-September-2022 14:00:00-14:29:59,-0.0743625,8,"1574043450168643584,1574042331136892929,1574042091554217984,1574041818685120515,1574040932542214144,1574040539451822082,1574038927702462466,1574036968513716225"
173,25-September-2022 14:30:00-14:59:59,0.47571666666666673,6,"1574051086918623234,1574048485741305856,1574048432171646976,1574046635428126721,1574045228386103296,1574043632566501377"
174,25-September-2022 15:00:00-15:29:59,0.3708285714285715,7,"1574055799999143939,1574055209109958656,1574052699783528449,1574052494258233345,1574051831361470464,1574051256364335104,1574051227582734345"
175,25-September-2022 15:30:00-15:59:59,0.1355222222222222,9,"1574065934540869632,1574063995870486531,1574063985447653378,1574063983807676416,1574063664667439104,1574063122649841668,1574062639008944129,1574059496909029376,1574058958855483394"
176,25-September-2022 16:00:00-16:29:59,-0.0917142857142857,7,"1574072117313896448,1574071226779242496,1574070513294626818,1574070044325208065,1574069055283089415,1574067959605215232,1574066432572358656"
177,25-September-2022 16:30:00-16:59:59,0.1142142857142857,7,"1574080408014430208,1574079936633065473,1574079907801739264,1574076912271609860,1574075496853217280,1574074495438045184,1574073860244348934"
178,25-September-2022 17:00:00-17:29:59,0.47164,5,"1574088175047561216,1574083407549808643,1574082052835753985,1574081785318805504,1574081567412162567"
179,25-September-2022 17:30:00-17:59:59,-0.0018999999999999573,6,"1574095173704978437,1574094148952625153,1574092608624013312,1574091266568032257,1574090436280721409,1574089361850830860"
180,25-September-2022 18:00:00-18:29:59,0.44614999999999994,4,"1574103885912100864,1574102409323978752,1574097307955761152,1574096641518608384"
181,25-September-2022 18:30:00-18:59:59,-0.0918875,8,"1574111383620198400,1574111325923549191,1574110238151786498,1574109545454092289,1574108102969856000,1574105790792843264,1574105459325296643,1574104619751702529"
182,25-September-2022 19:00:00-19:29:59,0.31225,14,"1574118906960248832,1574118511089254402,1574117719154298880,1574117564569243649,1574117544977629186,1574117464828514304,1574117185152339971,1574115958603796480,1574115528171552769,1574115304996802566,1574114272288075776,1574113990103293952,1574113392742342656,1574111956201611264"
183,25-September-2022 19:30:00-19:59:59,-0.000725,4,"1574123887251570688,1574122945554911232,1574121432400809984,1574121326142525440"
184,25-September-2022 20:00:00-20:29:59,0.20704000000000003,5,"1574132372907249665,1574130315605704705,1574127557674520582,1574127507510632449,1574127439999303680"
185,25-September-2022 20:30:00-20:59:59,0.09444,5,"1574136411162562560,1574136108228689922,1574136065497202690,1574134996507709440,1574134142798860290"
186,25-September-2022 21:00:00-21:29:59,0.18302222222222223,9,"1574148042978373633,1574147706024767489,1574144157664571392,1574142857065402368,1574141849635258370,1574141824293371910,1574141714981339139,1574141696799309826,1574141696241471489"
187,25-September-2022 21:30:00-21:59:59,-0.1768,7,"1574155144014581761,1574153313511215106,1574152847494504448,1574151642575884288,1574151231538401281,1574150756848046087,1574149387722317824"
188,25-September-2022 22:00:00-22:29:59,-0.032866666666666655,6,"1574160626540240896,1574159547463356419,1574158807667703811,1574158492826492929,1574157744927547393,1574156796431843331"
189,25-September-2022 22:30:00-22:59:59,0.23898571428571433,7,"1574167628129701893,1574167623297683458,1574166914837905408,1574166660956786690,1574165956972384256,1574165569145917444,1574165506961313792"
190,25-September-2022 23:00:00-23:29:59,-0.41609999999999997,3,"1574176193854803974,1574175450858983425,1574173453430710272"
191,25-September-2022 23:30:00-23:59:59,0.26744,5,"1574183797221982211,1574182837607337984,1574182277852037121,1574181475880255489,1574179647146934274"
192,26-September-2022 0:00:00-0:29:59,0.0714125,8,"1574190659736666112,1574188421555408896,1574188230228037632,1574188208661073920,1574188093703421952,1574187712319479809,1574187681243746304,1574187434648424449"
193,26-September-2022 0:30:00-0:59:59,0.09785,4,"1574199918255919106,1574198444725604352,1574197033912733697,1574196475034324995"
194,26-September-2022 1:00:00-1:29:59,0.0,0,
195,26-September-2022 1:30:00-1:59:59,0.2202,2,"1574211176036274177,1574209679114354690"
196,26-September-2022 2:00:00-2:29:59,0.18027999999999997,5,"1574220627728220161,1574219065547444226,1574218293644505089,1574217454137626627,1574217189913239552"
197,26-September-2022 2:30:00-2:59:59,-0.24831666666666666,6,"1574230575078146048,1574229476372017152,1574228596419444737,1574228220295012352,1574226255557296135,1574225286539128833"
198,26-September-2022 3:00:00-3:29:59,0.25005,4,"1574238867212976131,1574237836471156737,1574237830351446016,1574232301436776449"
199,26-September-2022 3:30:00-3:59:59,-0.8277,2,"1574244742749212672,1574242784168525824"
200,26-September-2022 4:00:00-4:29:59,0.26749999999999996,5,"1574253372957687808,1574251183580987393,1574250642637393920,1574248079397515264,1574247651209420800"
201,26-September-2022 4:30:00-4:59:59,0.093225,4,"1574260595159101442,1574257564912848896,1574257433836658688,1574256239454072832"
202,26-September-2022 5:00:00-5:29:59,0.28154285714285715,7,"1574269673717497856,1574266215832653824,1574264217753919489,1574262746715127808,1574262745561763840,1574262744500641793,1574262743485628421"
203,26-September-2022 5:30:00-5:59:59,0.50485,2,"1574273494942380032,1574273345524146176"
204,26-September-2022 6:00:00-6:29:59,-0.10698,5,"1574284968162902018,1574284140526342144,1574283962977230848,1574277616768811010,1574277605007806464"
205,26-September-2022 6:30:00-6:59:59,-0.03963333333333333,3,"1574290765307674625,1574288958246223876,1574287404147822592"
206,26-September-2022 7:00:00-7:29:59,-0.10801818181818183,11,"1574299686470848515,1574298791632523264,1574297590857961474,1574296548296499200,1574294833069539330,1574294460049104897,1574294052207562752,1574293315788607489,1574293150159577089,1574292860911996928,1574292819782639618"
207,26-September-2022 7:30:00-7:59:59,0.272,4,"1574307785428406272,1574304454924541952,1574303928564555777,1574303659302817792"
208,26-September-2022 8:00:00-8:29:59,-0.10592857142857141,7,"1574315063741222913,1574314129103405057,1574312714159230978,1574310813258715136,1574310812793061380,1574309078129692672,1574308477761368064"
209,26-September-2022 8:30:00-8:59:59,0.05598571428571429,7,"1574322196977258500,1574321917674377216,1574319996804685826,1574317942564655109,1574315941688537089,1574315840446545924,1574315468273467401"
210,26-September-2022 9:00:00-9:29:59,0.09840588235294118,17,"1574329234461495296,1574328092365328388,1574328090691526656,1574327448065679360,1574326011478831104,1574325767575638016,1574325036487319552,1574324728176594945,1574324406993784840,1574323669660319744,1574323652178460673,1574323566581088257,1574323487996624897,1574323476084711424,1574323025998143491,1574322994511368193,1574322901246935040"
211,26-September-2022 9:30:00-9:59:59,0.27616,5,"1574335313794584576,1574335070902845440,1574332722876764160,1574332369502638081,1574331367600570370"
212,26-September-2022 10:00:00-10:29:59,0.16514,5,"1574341658820370432,1574339461143580674,1574339113645268992,1574338778381971456,1574338122825060354"
213,26-September-2022 10:30:00-10:59:59,0.048440000000000004,5,"1574351571227676673,1574351424611303429,1574351310790459392,1574350712796061697,1574348656832294913"
214,26-September-2022 11:00:00-11:29:59,0.1625142857142857,7,"1574360390439419904,1574357328941711360,1574356043697725441,1574355644110737408,1574355228794552321,1574354641516642305,1574354430459138048"
215,26-September-2022 11:30:00-11:59:59,0.2223545454545455,11,"1574366887516852224,1574366406350671873,1574364564514344960,1574364417139015680,1574364197223387136,1574364108484661249,1574363994558795777,1574363174282924034,1574363172902821888,1574362486933016578,1574362268178997254"
216,26-September-2022 12:00:00-12:29:59,0.164275,8,"1574375139852124161,1574374618235899904,1574374247019184135,1574374228282974208,1574373449535033344,1574372491388227584,1574368876971712513,1574368187860373505"
217,26-September-2022 12:30:00-12:59:59,0.08394285714285717,14,"1574382859678515202,1574382261922832384,1574381909106462722,1574381764323471360,1574381369643483136,1574381289586577408,1574381268262952961,1574381070057115648,1574379773840736257,1574378532981321729,1574378385735819264,1574378301413806081,1574377249800945666,1574375976074678279"
218,26-September-2022 13:00:00-13:29:59,0.13491,10,"1574389364993335296,1574388060347072513,1574387605000507393,1574385186913275906,1574384797966811136,1574384688839409664,1574384552109285376,1574384089813114880,1574383415658422272,1574383408796823553"
219,26-September-2022 13:30:00-13:59:59,0.03844285714285715,7,"1574397293746348032,1574397211810889728,1574397080499625991,1574396820024971266,1574395659788386304,1574391953839513600,1574390866621366272"
220,26-September-2022 14:00:00-14:29:59,0.2778555555555556,9,"1574404540773896193,1574404208987619330,1574403919178244096,1574403742283071488,1574403122084327424,1574402670726725633,1574402051047837696,1574398843680165889,1574398466746249216"
221,26-September-2022 14:30:00-14:59:59,0.40628000000000003,10,"1574413438717042691,1574413225902292992,1574411270979465216,1574411007602089990,1574410715850571777,1574410445494095873,1574409483840880640,1574409052385579008,1574408549244973056,1574408469163171842"
222,26-September-2022 15:00:00-15:29:59,0.5239166666666667,6,"1574420556895617024,1574420543691890689,1574416830684348416,1574416803991789569,1574416030205714433,1574413667596115969"
223,26-September-2022 15:30:00-15:59:59,0.029085714285714288,7,"1574428334133485569,1574428129849999361,1574423022336983040,1574422914262134785,1574421478107480064,1574421398105243648,1574421368489521153"
